Param_1,Param_2,Param_3,Param_4,Param_5,Param_6,Param_7,Param_8,Param_9,Param_10,Param_11,Param_12,Param_13,Param_14,Param_15,Confidence
0.4155530545115471,0.46793811321258544,0.7657742875166237,0.04034807644784451,0.12368002533912659,0.05617616523504258,0.07362828399240971,0.08869026066660882,0.10721800307929516,0.9641287958621979,0.8277197942435741,0.9728424062073231,0.07870040230453015,0.08183078791201116,0.07453679946064949,0.9883809
0.40801411151885986,0.4732172966003418,0.781618017424643,0.039935168921947484,0.1398288208246231,0.05580174396634103,0.07263532359004021,0.08766487062871456,0.10267511665821075,0.9772197598278523,0.8186656791210175,0.953586373859644,0.054130854743719106,0.08261905872821809,0.07955867266654969,0.9772553
0.4076258203387261,0.46683529764413834,0.7463206689644605,0.03895191289484501,0.13703086197376252,0.06470657193176449,0.08219672276116909,0.10568141088709236,0.12070645080059766,0.9594012044519186,0.8437559880912304,0.849966827428341,0.07185003669708967,0.07150071028620006,0.0878997597694397,0.99097776
0.38273554589599373,0.49059875309467316,0.6668316068395972,0.03838073179125786,0.1467645299434662,0.07811779601573945,0.0943936013609171,0.11066720006614925,0.12694320053756236,0.8365560027062893,0.9893070505559445,0.8131382201075554,0.06371947846710682,0.08958938619494439,0.08715482234954834,0.9807592
0.4073159605264664,0.4630491241812706,0.7461852792307734,0.038676568269729615,0.1389789003133774,0.06221736226677896,0.08693675184212626,0.10355981578081846,0.11891646067053079,0.9606828261226416,0.8315485284149647,0.8461009133338928,0.06354568481445313,0.06168295893073083,0.07888176929950715,0.9909604
0.38608389496803286,0.4888954728841782,0.7287852266013622,0.04029147177934647,0.1464957630634308,0.07456149464547634,0.10141354590356351,0.1164957630634308,0.1314957630634308,0.9839148163676262,0.8225841238498688,0.9849921131491661,0.07900256824940444,0.056780462086200724,0.08679097747802735,0.97434413
0.4043337160348892,0.4711140736937523,0.7696459276355803,0.043937468454241756,0.1432967174053192,0.058937468454241755,0.07714074162542821,0.11015353927612305,0.12518433463573456,0.9317272454425692,0.865277462103963,0.8143868795990944,0.06141983473896981,0.059557854801416406,0.09356708145141601,0.9810559
0.39671787396073344,0.48435083627700803,0.770064820459485,0.038103312253952026,0.1372947257757187,0.05635801663696767,0.08954559562429787,0.10456890553086996,0.1210186548128724,0.8190754034966231,0.9839717018246651,0.8302038405179978,0.061423122000694275,0.06892418774962426,0.0731280910372734,0.9845346
0.3916004191339016,0.48159744739532473,0.7626762838728726,0.04031449027359486,0.14404234766960144,0.061561375726759446,0.0887020431086421,0.10669626357704401,0.12227437600791453,0.9618906345635653,0.8465883967876434,0.8452472101390363,0.07724152367562057,0.06470235922932625,0.08565751242637634,0.9927209
0.40653672665357593,0.47406923323869704,0.7310181051420048,0.04725188866257668,0.12390060245990754,0.06390060245990754,0.07890060245990754,0.09390060245990754,0.10890060245990754,0.8072711965531111,0.9909281523644924,0.8675358088582754,0.07451712141297757,0.07575117966718972,0.07852049666643142,0.9688645
0.38396342082880436,0.49414262771606443,0.7154941109133884,0.04029824323952198,0.14089993238449097,0.06848325701132417,0.08357412593995688,0.09857412593995687,0.11357412593995687,0.954031372410059,0.9718158141076565,0.8291833993017674,0.0690075191244483,0.07602447237446905,0.09493561458587646,0.9855553
0.4060139885544777,0.47074673771858216,0.7502071686666458,0.038932267501950266,0.13813087105751037,0.06267682449221612,0.07906967477574946,0.10207108055502177,0.1183247234776616,0.9622970064789057,0.8421252518951893,0.8429053394377232,0.07533946328163148,0.06430375781655312,0.08699277329444885,0.992144
0.3848293374944478,0.492099991440773,0.7561526922985912,0.03817967161536217,0.1339443150162697,0.06074554886370898,0.08894431501626969,0.10394431501626969,0.11894431501626969,0.8977931241954678,0.8163923685789108,0.9030856380619109,0.07349113017814235,0.08129149840772153,0.09667647123336792,0.9628975
0.4092646846175194,0.464297591149807,0.7202361846252344,0.04136588402092457,0.14506966590881348,0.06811602685675026,0.08823683749139309,0.10381311156079173,0.11937565777301788,0.8767156899631023,0.9839013434052467,0.813796323800087,0.08673670799136163,0.0624266178905964,0.08609844398498535,0.9811674
