Param_1,Param_2,Param_3,Param_4,Param_5,Param_6,Param_7,Param_8,Param_9,Param_10,Param_11,Param_12,Param_13,Param_14,Param_15,Confidence
0.35272995859384537,0.4730532631278038,0.7388388629453256,0.041573952306061986,0.12656115859746933,0.05657395230606198,0.07157395230606198,0.08657395230606198,0.10157395230606198,0.8330052944362164,0.9617299323022366,0.8519620477467775,0.06889931759238244,0.09184488320350648,0.08629062533378601,0.9561866
0.3513440978527069,0.4703778401017189,0.6325116989806294,0.04527190387248993,0.1356112849712372,0.0752206733942032,0.0902206733942032,0.1052206733942032,0.1202206733942032,0.8294267706722022,0.832240227419138,0.9670902005136013,0.0722935492541641,0.09386190074682237,0.058904593944549555,0.96532124
0.38270191617310045,0.43779168352484704,0.7604431816846132,0.03865652814507485,0.1408300507068634,0.05398316535055638,0.07359788548499346,0.08984505242556334,0.10518867933154105,0.9642409574180841,0.9726210357308388,0.8343734462261201,0.05633148412108421,0.09034948244690896,0.09264128303527833,0.93214107
0.3537295517325401,0.4672485634684563,0.7824909701943398,0.0371320678293705,0.1372666323184967,0.0521320678293705,0.07072903769165279,0.10722174390554429,0.12224081713855266,0.9836838923633099,0.8269503770530224,0.8389925872147084,0.07761889180839063,0.07386277405917646,0.07585760394856333,0.9632572
0.35555587023496626,0.4601685591042042,0.5997492161661386,0.03786829888820648,0.13105196997523308,0.05289474795460702,0.0686126093402505,0.0931708699002862,0.1158052999421954,0.9536655530899764,0.8728726195394994,0.9608963552117348,0.058088410937786106,0.07599655546434225,0.07082565259933471,0.9912969
0.3720604275166988,0.4428342804312706,0.5504192998588084,0.03959370605647564,0.13181642964482307,0.054686838951706895,0.07352559434622527,0.09342327131554484,0.1089141070112586,0.9093177581321448,0.881339102524519,0.8991192722290755,0.07459256542362273,0.07253604830801488,0.07117901110649108,0.9956858
0.3561474871635437,0.4730086103081703,0.5180929952323436,0.03818267479538918,0.12648335844278336,0.06648335844278336,0.08148335844278336,0.09648335844278336,0.11148335844278336,0.9434089575737715,0.88243457942307,0.9905312250077725,0.05794063692688942,0.08357224497199059,0.06323862028121947,0.99235076
0.37263926565647126,0.4435958132147789,0.5164926365464926,0.038488223105669024,0.1304957064986229,0.0691242748245597,0.08519473298676312,0.10034668781384826,0.11544398275874555,0.9566427820116281,0.828082620036602,0.8519337370574475,0.07012107070088387,0.06450761251151563,0.07069349372386932,0.98960096
0.35195243746042254,0.46381523460149765,0.725764541896549,0.038797395527362825,0.13362541109323503,0.053797395527362825,0.06879739552736283,0.08379739552736283,0.1108902459770441,0.84381423214674,0.8597202515304089,0.9737483661293984,0.053513438385725025,0.09184318631887436,0.0743903003334999,0.92627054
0.3620119446516037,0.45666196197271347,0.7248017915461153,0.0410493378713727,0.1439950370788574,0.061045902986824524,0.07653301318436861,0.09196973094791175,0.10743202762305737,0.9843896397769452,0.830437221467495,0.866419619217515,0.06123513146042824,0.07452480211667718,0.09413175582885742,0.9730268
